Carrier Code,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Date,Aircraft Type,Estimated FuelBurn(T),Estimated co2 (T)
XH,980,ATL,DCA,1/31/2024,320,3.461,10.935
XH,2262,SEA,PHX,1/24/2024,73H,6.398,20.219
XH,9999,AMS,NUE,1/17/2024,E90,1.921,6.07
XH,9897,MBJ,DTW,1/27/2024,73J,8.585,27.129
XH,6798,GIG,GRU,1/22/2024,321,2.704,8.546
XH,8799,DUS,CDG,1/29/2024,E70,1.354,4.278
XH,2529,SAN,ATL,1/14/2024,32B,10.34,32.674
XH,9922,OAJ,ATL,1/17/2024,717,3.015,9.527
XH,2562,BWI,ATL,1/22/2024,75W,6.421,20.29
XH,602,ATL,MEX,1/29/2024,73H,8.122,25.666
XH,7922,LGA,STL,1/16/2024,CR9,4.501,14.224
XH,698,RDU,MSP,1/31/2024,320,5.79,18.296
XH,7566,ZNZ,NBO,1/18/2024,E90,2.175,6.874
XH,897,MSY,LAX,1/31/2024,32B,11.504,36.352
XH,9285,SLC,DEN,1/15/2024,223,1.716,5.422
XH,9997,MSP,IAD,1/28/2024,E7W,3.658,11.56
XH,7059,DTW,IND,1/26/2024,CR9,1.476,4.663
XH,9797,SAT,SLC,1/20/2024,320,6.832,21.588
XH,9777,ORD,ATL,1/21/2024,75W,5.219,16.492
XH,7979,LEX,DTW,1/26/2024,CR9,2.051,6.48
XH,227,JFK,GRU,1/14/2024,764,44.93,141.979
XH,6298,SCL,LIM,1/28/2024,788,15.4,48.665
XH,6997,SMR,BOG,1/26/2024,320,3.238,10.232
XH,9690,NTE,AMS,1/20/2024,295,2.422,7.653
XH,9065,PBI,DTW,1/17/2024,73J,6.485,20.493
XH,8996,MSY,DTW,1/27/2024,752,7.295,23.052
XH,2999,MSP,ORD,1/17/2024,717,2.564,8.102
XH,9099,NRT,ICN,1/27/2024,332,14.76,46.642
XH,7087,LAX,SAN,1/25/2024,E7W,0.973,3.076
XH,8069,AGU,MEX,1/14/2024,E90,1.778,5.618
XH,9899,SJD,MSP,1/13/2024,73J,9.342,29.522
XH,9559,LGA,FLL,1/25/2024,32B,8.365,26.433
XH,9926,AMS,HAJ,1/24/2024,E90,1.554,4.91
XH,9899,MBJ,MSP,1/30/2024,73J,11.638,36.775
XH,909,LAX,DTW,1/13/2024,32B,11.711,37.007
XH,9756,SJO,MIA,1/19/2024,B752,9.801,30.97
XH,997,SLC,HNL,1/15/2024,76W,33.959,107.31
XH,9789,MSP,FLL,1/21/2024,75T,12.274,38.787
XH,7690,ICN,SIN,1/24/2024,77W,51.541,162.869
XH,9967,MCO,CVG,1/26/2024,73H,4.299,13.584
XH,7978,SAT,MEX,1/24/2024,E90,4.093,12.932
XH,9979,BRS,AMS,1/21/2024,E90,1.931,6.103
XH,5060,CVG,DTW,1/30/2024,CR9,1.491,4.71
XH,707,CLT,ATL,1/26/2024,717,1.789,5.653
XH,9998,SEA,PSC,1/15/2024,E7W,1.23,3.889
XH,2987,MSP,AUS,1/18/2024,320,6.52,20.602
XH,2725,ATL,HSV,1/22/2024,717,1.4,4.423
XH,9095,OAX,MEX,1/30/2024,E90,1.689,5.34
XH,8007,MEX,MIA,1/20/2024,7M8,5.718,18.07
XH,6777,PVG,KMG,1/20/2024,73H,8.746,27.636
XH,992,HNL,JFK,1/25/2024,764,44.814,141.613
XH,85,CDG,ATL,1/27/2024,333,59.265,187.278
XH,5777,CHA,ATL,1/31/2024,CR9,0.974,3.078
XH,9597,AMS,ABZ,1/14/2024,295,2.605,8.231
XH,9526,MAN,AMS,1/15/2024,73H,2.39,7.553
XH,2906,ATL,CHS,1/22/2024,73J,2.105,6.653
XH,2577,ATL,GRR,1/22/2024,320,3.998,12.635
XH,8999,NSI,CDG,1/18/2024,332,43.404,137.156
XH,9272,AUS,MSP,1/23/2024,320,5.966,18.854
XH,797,MSP,PDX,1/21/2024,73J,8.309,26.257
XH,9979,AMS,NCL,1/13/2024,73H,2.406,7.601
XH,999,SEA,MCO,1/22/2024,32Q,11.882,37.548
XH,7809,LGA,OMA,1/17/2024,CR9,5.304,16.759
XH,9855,MSP,MDW,1/20/2024,E7W,2.002,6.327
XH,8079,CUN,MEX,1/21/2024,7M8,4.65,14.696
XH,2965,FLL,JFK,1/18/2024,32B,7.441,23.512
XH,2067,ATL,PVD,1/27/2024,320,4.785,15.122
XH,6292,GRU,VIX,1/30/2024,320,3.046,9.626
XH,6895,KOA,HNL,1/13/2024,717,1.484,4.689
XH,9979,MSY,LGA,1/17/2024,223,3.703,11.701
XH,997,EZE,JFK,1/25/2024,764,50.291,158.921
XH,790,MSP,PHL,1/21/2024,221,3.259,10.298
XH,2299,DAB,ATL,1/17/2024,73J,2.769,8.75
XH,9272,LGA,IAH,1/16/2024,221,6.324,19.984
XH,5699,BOS,CLT,1/22/2024,E75,2.724,8.607
XH,7799,IGU,GRU,1/21/2024,320,3.572,11.288
XH,7087,SAN,LAX,1/30/2024,E7W,0.979,3.096
XH,7956,ICT,ATL,1/16/2024,CR9,2.54,8.027
XH,2722,LGA,ATL,1/14/2024,32B,7.004,22.132
XH,7720,IGU,GRU,1/17/2024,321,4.342,13.721
XH,2509,ATL,BHM,1/29/2024,73J,1.673,5.287
XH,96,DTW,LHR,1/14/2024,332,43.451,137.305
XH,5275,PIT,LGA,1/16/2024,CR9,1.886,5.959
XH,9676,DTW,GRR,1/26/2024,CR9,1.047,3.308
XH,985,BOS,ATL,1/17/2024,32B,8.094,25.578
XH,8779,MAN,CDG,1/16/2024,320,2.61,8.246
XH,5679,CVG,BOS,1/16/2024,E75,2.44,7.712
XH,5909,ATL,MDT,1/21/2024,CR7,2.268,7.166
XH,9970,ATL,MCO,1/31/2024,75W,4.072,12.867
XH,9799,ATL,SBN,1/15/2024,CR9,2.317,7.321
XH,5069,MSP,DSM,1/31/2024,CR9,1.456,4.602
XH,7997,GSP,LGA,1/22/2024,CR9,2.722,8.602
XH,7990,YYZ,YYC,1/23/2024,73W,9.24,29.198
XH,969,BCN,JFK,1/21/2024,333,49.013,154.881
XH,2555,ATL,GPT,1/26/2024,717,2.425,7.664
XH,7859,ICN,ATL,1/17/2024,74H,147.679,466.666
XH,9979,AMS,MAN,1/30/2024,73J,2.382,7.53
XH,9727,AMS,AAL,1/23/2024,E7W,1.953,6.171
XH,9699,MSP,MCI,1/15/2024,E7W,2.171,6.859
XH,9276,MKE,ATL,1/16/2024,73J,4.774,15.087
XH,7500,TFS,AMS,1/25/2024,73H,10.861,34.323
XH,902,MCO,SEA,1/30/2024,32Q,14.096,44.545
XH,5625,BOS,JFK,1/15/2024,E75,1.841,5.819
XH,809,ATL,SJC,1/19/2024,73J,12.685,40.086
XH,5878,DCA,SYR,1/16/2024,E170,1.513,4.781
XH,8256,TUN,CDG,1/15/2024,321,6.749,21.325
XH,5598,OMA,DCA,1/18/2024,E70,2.89,9.133
XH,9079,SMF,SLC,1/20/2024,32B,4.041,12.769
XH,5699,BOS,CLT,1/25/2024,E75,3.046,9.626
XH,9509,SFO,LAX,1/19/2024,319,2.565,8.104
XH,597,ANC,MSP,1/16/2024,32Q,11.062,34.954
XH,2828,LAX,DEN,1/23/2024,319,4.663,14.734
XH,508,LGA,ATL,1/23/2024,32B,6.633,20.96
XH,725,SAN,ATL,1/18/2024,32B,11.117,35.129
XH,9799,SEA,SJC,1/23/2024,E7W,2.783,8.792
XH,5295,SYR,DTW,1/28/2024,CR9,2.012,6.359
XH,6289,MVD,GRU,1/19/2024,32B,6.717,21.227
XH,699,MSP,MEX,1/18/2024,319,9.859,31.154
XH,8679,DEL,CDG,1/30/2024,332,53.612,169.414
XH,6976,ZUH,SHA,1/16/2024,73H,5.033,15.906
XH,2969,ATL,GNV,1/25/2024,717,2.121,6.702
XH,759,LAX,MCO,1/23/2024,32Q,10.429,32.955
XH,8927,CDG,LHR,1/28/2024,223,1.386,4.38
XH,7976,YXE,MSP,1/15/2024,7S8,4.694,14.835
XH,9587,AMS,INV,1/19/2024,E7W,2.481,7.839
XH,9975,ATL,SYR,1/17/2024,320,4.481,14.16
XH,2799,BNA,DTW,1/25/2024,73J,3.074,9.713
XH,795,MSP,ORD,1/16/2024,320,2.773,8.762
XH,9678,MCO,LGA,1/20/2024,32B,6.184,19.54
XH,2878,PBI,LGA,1/25/2024,32B,7.21,22.784
XH,7996,JFK,YYC,1/31/2024,73W,10.981,34.699
XH,2967,MKE,SLC,1/22/2024,319,7.13,22.53
XH,9955,DTW,HPN,1/31/2024,CR9,2.282,7.212
XH,9792,RNO,SLC,1/14/2024,E7W,1.984,6.27
XH,8009,MEX,SFO,1/27/2024,7S8,10.933,34.548
XH,9779,TRN,AMS,1/30/2024,E7W,2.444,7.721
XH,2778,CHA,ATL,1/26/2024,717,1.116,3.527
XH,7095,DTW,MDW,1/21/2024,E75,1.36,4.298
XH,2600,RDU,ATL,1/17/2024,75W,4.09,12.925
XH,2076,LGA,MCO,1/18/2024,32B,7.569,23.917
XH,9209,SLC,FLL,1/23/2024,32Q,10.612,33.535
XH,9902,MTY,MEX,1/31/2024,7S8,3.109,9.827
XH,8997,HUX,MEX,1/13/2024,E90,2.567,8.115
XH,2896,MIA,ATL,1/29/2024,75W,5.711,18.047
XH,2997,ATL,SRQ,1/26/2024,75W,4.29,13.557
XH,9877,OKC,MSP,1/16/2024,E7W,2.894,9.148
XH,8275,CPT,CDG,1/17/2024,789,53.426,168.825
XH,9699,SLC,BUR,1/17/2024,E7W,2.72,8.597
XH,2750,ATL,CLE,1/29/2024,32B,4.31,13.619
XH,2925,PIT,ATL,1/26/2024,75W,5.146,16.261
XH,5596,GRR,DTW,1/16/2024,CR9,0.955,3.018
XH,6669,MUC,FCO,1/30/2024,320,2.833,8.951
XH,9969,AMS,MUC,1/29/2024,295,1.957,6.185
XH,9579,AMS,BER,1/23/2024,73H,2.621,8.282
XH,9667,MCI,SLC,1/28/2024,73H,6.102,19.283
XH,6077,GRU,SCL,1/23/2024,32B,11.749,37.127
XH,8672,ATL,CDG,1/19/2024,77W,59.917,189.337
XH,2778,ATL,CHA,1/24/2024,717,1.386,4.379
XH,9292,AMS,BHD,1/18/2024,E7W,2.065,6.525
XH,9679,OMA,SLC,1/26/2024,E7W,3.407,10.766
XH,7926,LGA,STL,1/26/2024,CR9,4.043,12.776
XH,9979,SJC,LAX,1/20/2024,E7W,1.757,5.552
XH,9098,ATL,CLE,1/16/2024,320,3.541,11.189
XH,7799,JFK,TLV,1/29/2024,789,47.217,149.206
XH,6025,BAQ,BOG,1/22/2024,320,3.153,9.961
XH,8727,CDG,MXP,1/19/2024,321,3.638,11.496
XH,2998,LGA,ATL,1/20/2024,32B,6.666,21.064
XH,7009,YYZ,SJU,1/20/2024,7S8,9.934,31.39
XH,6695,LIN,FCO,1/16/2024,320,2.058,6.503
XH,7272,MSP,BRD,1/24/2024,CR9,1.039,3.284
XH,9570,AMS,BER,1/20/2024,73H,2.773,8.765
XH,6990,GRU,POA,1/26/2024,32N,2.53,7.995
XH,7909,FUK,ICN,1/15/2024,32Q,2.483,7.846
XH,9798,EWR,MSP,1/13/2024,221,3.774,11.927
XH,2697,ATL,RDU,1/17/2024,75W,3.744,11.831
XH,9750,BOI,SEA,1/26/2024,E7W,2.047,6.467
XH,9795,SEA,RDM,1/15/2024,E7W,1.385,4.379
XH,5986,ATL,MAN,1/19/2024,333,44.21,139.703
XH,9766,TUS,LAX,1/27/2024,E7W,2.116,6.686
XH,9220,ATL,DAL,1/23/2024,319,4.14,13.084
XH,9057,DEN,JFK,1/17/2024,73J,7.742,24.462
XH,6690,FCO,GVA,1/20/2024,320,2.917,9.217
XH,5997,JFK,LHR,1/14/2024,339,35.642,112.628
XH,6262,BSB,GIG,1/29/2024,319,3.41,10.775
XH,960,SEA,HNL,1/27/2024,32Q,14.123,44.63
XH,9998,NAS,JFK,1/30/2024,739,7.249,22.906
XH,9906,MSP,IAH,1/23/2024,319,6.541,20.67
XH,7962,SAV,JFK,1/14/2024,CR9,2.533,8.005
XH,697,CUN,LAX,1/24/2024,73J,11.848,37.442
XH,7280,YYC,YWG,1/16/2024,7S8,4.08,12.891
XH,5008,DTW,PHL,1/29/2024,CR9,2.028,6.408
XH,2076,LGA,MCO,1/17/2024,32B,8.435,26.653
XH,9970,COS,SLC,1/21/2024,E7W,2.262,7.149
XH,9990,PBI,ATL,1/26/2024,32B,4.595,14.52
XH,6977,GRU,NAT,1/13/2024,32A,7.307,23.09
XH,2006,SLC,ONT,1/23/2024,320,3.715,11.739
XH,6977,YWG,PSP,1/19/2024,7S8,8.396,26.531
XH,5292,LGA,ILM,1/13/2024,CR9,2.684,8.481
XH,9867,ANU,ATL,1/13/2024,73H,11.277,35.632
XH,9987,ICT,ATL,1/16/2024,73H,5.057,15.979
XH,9659,MSP,MCI,1/28/2024,717,2.404,7.598
XH,8297,CDG,BGO,1/29/2024,223,2.75,8.689
XH,7709,GRU,GYN,1/31/2024,321,3.786,11.963
XH,9299,AMS,BCN,1/30/2024,73H,4.578,14.469
XH,8999,NSI,CDG,1/28/2024,332,45.976,145.285
XH,5660,BOS,CMH,1/21/2024,E75,2.551,8.062
XH,9780,SJU,BOS,1/24/2024,32Q,9.26,29.262
XH,2090,DTW,MIA,1/30/2024,73H,6.726,21.254
XH,8097,BJX,MEX,1/19/2024,E90,1.533,4.846
XH,9689,PRG,AMS,1/28/2024,73W,4.265,13.478
XH,9959,BOD,AMS,1/20/2024,E90,3.275,10.349
XH,9692,AMS,CPH,1/29/2024,295,1.991,6.291
XH,2977,GSP,ATL,1/25/2024,717,1.603,5.066
XH,729,ATL,SLC,1/29/2024,32B,11.299,35.706
XH,2965,EWR,ATL,1/17/2024,73J,4.659,14.722
XH,9962,EGE,ATL,1/25/2024,75W,10.663,33.697
XH,7970,JFK,MEX,1/15/2024,7M8,10.43,32.956
XH,9589,ATL,MIA,1/27/2024,73J,3.889,12.289
XH,5227,JFK,RDU,1/22/2024,CR9,2.112,6.673
XH,9257,AMS,NCL,1/18/2024,E90,2.326,7.353
XH,999,AUS,LAX,1/27/2024,73H,7.496,23.688
XH,9755,PUJ,ATL,1/18/2024,752,11.301,35.711
XH,969,DTW,LAS,1/28/2024,73J,9.543,30.156
XH,9970,MSY,ATL,1/22/2024,73J,2.7,8.532
XH,8552,CDG,SFO,1/27/2024,77W,92.367,291.88
XH,6762,PVG,TAO,1/29/2024,320,3.073,9.709
XH,529,ATL,LAS,1/13/2024,333,26.531,83.839
XH,6928,CTG,BOG,1/30/2024,320,3.105,9.812
XH,9907,MDW,MSP,1/31/2024,E7W,2.021,6.385
XH,2776,FLL,CVG,1/17/2024,73H,5.73,18.107
XH,2099,MCO,ATL,1/18/2024,75W,4.218,13.328
XH,7097,ATL,YVR,1/25/2024,73W,11.247,35.541
XH,8978,CDG,NCL,1/17/2024,E70,2.037,6.437
XH,790,MSP,SAN,1/13/2024,32B,11.255,35.566
XH,9667,OSL,AMS,1/28/2024,73H,3.782,11.949
XH,726,DCA,ATL,1/25/2024,320,3.839,12.13
XH,6999,BSB,GRU,1/13/2024,320,3.626,11.459
XH,9797,PSP,SLC,1/16/2024,E7W,2.373,7.499
XH,6279,SDU,GRU,1/21/2024,319,2.044,6.46
XH,9775,LGA,RSW,1/30/2024,321,7.932,25.064
XH,8270,CDG,MRS,1/13/2024,E90,2.354,7.438
XH,2896,ATL,MIA,1/18/2024,75W,5.256,16.608
XH,9200,RIC,ATL,1/23/2024,73J,3.754,11.863
XH,956,JFK,ACC,1/24/2024,76W,44.408,140.329
XH,8702,SEA,CDG,1/16/2024,789,46.842,148.021
XH,9029,MTJ,ATL,1/14/2024,73H,6.668,21.072
XH,9987,MSY,JFK,1/22/2024,319,5.801,18.332
XH,9892,LAX,SMF,1/24/2024,E7W,2.035,6.431
XH,9998,ATL,MCO,1/23/2024,752,4.127,13.04
XH,7999,RAP,MSP,1/15/2024,E7W,2.279,7.201
XH,5657,CHS,LGA,1/30/2024,E75,2.358,7.451
XH,9999,SJU,DTW,1/16/2024,73J,12.488,39.463
XH,2599,MSN,ATL,1/22/2024,717,3.518,11.118
XH,2672,LGA,ORD,1/16/2024,221,4.365,13.794
XH,9779,SAN,LAS,1/25/2024,E7W,1.599,5.051
XH,522,HNL,SEA,1/25/2024,76W,27.102,85.642
XH,578,LAS,JFK,1/25/2024,32Q,10.697,33.804
XH,9807,RTB,ATL,1/13/2024,73H,6.601,20.858
XH,8289,CDG,BOD,1/20/2024,E90,2.212,6.988
XH,9675,DTW,DEN,1/31/2024,32B,8.293,26.206
XH,9975,SYR,ATL,1/17/2024,320,5.07,16.023
XH,5296,MSP,GFK,1/30/2024,CR9,1.529,4.831
XH,799,ATL,LAS,1/17/2024,32B,12.342,39.002
XH,2950,RDU,ATL,1/14/2024,320,3.014,9.523
XH,9899,MSP,OMA,1/26/2024,E75,1.536,4.853
XH,9258,AMS,POZ,1/22/2024,E7W,2.008,6.344
XH,5795,BOS,LGA,1/23/2024,E75,1.847,5.836
XH,9796,ATW,MSP,1/21/2024,CR9,1.433,4.529
XH,990,SAN,JFK,1/16/2024,32Q,12.287,38.826
XH,9599,DEN,MSP,1/23/2024,73J,3.941,12.451
XH,2969,DFW,ATL,1/27/2024,320,4.466,14.114
XH,7799,AMS,NAP,1/21/2024,7S8,5.339,16.872
XH,6879,LAS,YYC,1/22/2024,7M8,5.568,17.595
XH,9979,BER,AMS,1/31/2024,73H,2.819,8.909
XH,5778,MLU,ATL,1/28/2024,CR9,2.113,6.676
XH,7209,YYC,YHZ,1/20/2024,73W,11.344,35.847
XH,8997,MEX,HUX,1/30/2024,7S8,2.767,8.745
XH,9265,AMS,ORK,1/18/2024,E90,3.101,9.799
XH,9975,ZLO,MEX,1/29/2024,E90,2.574,8.133
XH,757,PHX,ATL,1/30/2024,764,14.806,46.786
XH,8569,BER,CDG,1/17/2024,223,2.64,8.341
XH,7990,YYZ,YYC,1/17/2024,73W,9.18,29.011
XH,9669,NUE,AMS,1/22/2024,E90,2.277,7.196
XH,9926,SDF,ATL,1/22/2024,717,2.216,7.002
XH,9799,BOS,TPA,1/30/2024,738,7.299,23.064
XH,9690,SLC,OAK,1/20/2024,319,3.97,12.545
XH,7026,ATL,SBN,1/31/2024,CR7,2.255,7.125
XH,655,SEA,ANC,1/21/2024,73H,8.426,26.627
XH,2090,ECP,ATL,1/21/2024,717,1.735,5.482
XH,8969,FLR,CDG,1/28/2024,319,3.564,11.259
XH,2889,LGA,BOS,1/23/2024,221,1.182,3.737
XH,962,ATL,IAH,1/31/2024,32B,5.813,18.368
XH,6922,GRU,JPA,1/26/2024,32B,8.631,27.273
XH,5978,RIC,LGA,1/28/2024,CR9,1.701,5.375
XH,8996,MEX,GUA,1/17/2024,73H,3.998,12.632
XH,2998,ATL,ORF,1/15/2024,73J,3.083,9.741
XH,7598,MBA,NBO,1/13/2024,E90,1.721,5.438
XH,9059,MEX,PXM,1/25/2024,E90,1.977,6.246
XH,2695,ATL,FSD,1/24/2024,73H,5.648,17.849
XH,6697,FCO,LIN,1/23/2024,319,2.178,6.884
XH,9667,ATL,AMS,1/27/2024,333,46.781,147.828
XH,858,SLC,SEA,1/23/2024,73J,4.335,13.701
XH,9829,SDQ,JFK,1/18/2024,73J,9.531,30.118
XH,9720,TPA,ATL,1/17/2024,75W,4.163,13.155
XH,7072,YVR,YYC,1/21/2024,7M8,2.446,7.728
XH,9296,LAX,SLC,1/15/2024,7S8,3.753,11.862
XH,7579,JFK,NBO,1/22/2024,788,65.624,207.369
XH,9769,MSP,YYZ,1/29/2024,E7W,2.769,8.751
XH,2767,SLC,MSP,1/17/2024,73J,5.466,17.275
XH,9229,ATL,IAH,1/23/2024,320,4.496,14.208
XH,9229,IAH,ATL,1/31/2024,320,4.161,13.148
XH,9952,ZRH,AMS,1/26/2024,295,2.477,7.828
XH,989,BOG,ATL,1/14/2024,75W,15.527,49.064
XH,2097,ROC,ATL,1/28/2024,319,4.46,14.093
XH,2792,RDU,MCO,1/13/2024,320,3.833,12.113
XH,8697,CPH,CDG,1/26/2024,223,2.631,8.314
XH,9577,AMS,DEL,1/24/2024,772,52.272,165.18
XH,7869,YUL,DTW,1/31/2024,CR9,2.647,8.364
XH,5288,CVG,DCA,1/24/2024,CR9,1.819,5.747
XH,5982,PVD,LGA,1/29/2024,CR9,1.376,4.349
XH,707,RDU,MSP,1/13/2024,319,5.535,17.493
XH,7999,YYC,YYZ,1/13/2024,7S8,8.593,27.152
XH,965,CMH,DTW,1/27/2024,717,1.325,4.188
XH,5700,CVG,RDU,1/24/2024,CR9,1.803,5.698
XH,579,DEN,JFK,1/13/2024,32Q,7.187,22.709
XH,8976,CDG,GVA,1/15/2024,223,1.318,4.164
XH,7969,STL,LGA,1/16/2024,CR9,3.198,10.106
XH,5979,DCA,CVG,1/17/2024,CR9,2.5,7.899
XH,8977,CDG,MAD,1/15/2024,223,2.986,9.436
XH,5996,JFK,RIC,1/19/2024,CR9,2.152,6.801
XH,2299,PDX,SEA,1/21/2024,221,1.129,3.567
XH,9505,LIN,AMS,1/29/2024,73H,3.665,11.58
XH,9509,ATL,HOU,1/21/2024,717,4.094,12.937
XH,9809,ATL,STX,1/18/2024,73H,8.348,26.377
XH,2289,SEA,SNA,1/14/2024,221,3.29,10.397
XH,7099,LGA,BNA,1/20/2024,E75,3.387,10.701
XH,8999,MEX,CUU,1/15/2024,73H,4.997,15.793
XH,2076,MSY,ATL,1/18/2024,75W,3.817,12.061
XH,2629,MCO,ATL,1/19/2024,75W,4.454,14.075
XH,8559,LAX,CDG,1/16/2024,77W,82.863,261.847
XH,9759,ATL,PTY,1/27/2024,73J,9.595,30.318
XH,8096,MEX,VSA,1/26/2024,7M8,2.334,7.375
XH,960,LAX,JFK,1/27/2024,339,25.359,80.133
XH,6902,YYZ,MCO,1/30/2024,7S8,6.052,19.126
XH,7077,MEM,LGA,1/23/2024,E75,3.089,9.762
XH,9277,AMS,HAJ,1/19/2024,E7W,1.163,3.675
XH,2788,ATL,CVG,1/23/2024,73J,2.805,8.864
XH,2729,TLH,ATL,1/15/2024,717,1.69,5.34
XH,5752,ATL,CHO,1/27/2024,CR7,1.618,5.113
XH,9990,ATL,PBI,1/18/2024,32B,4.469,14.121
XH,2869,BOI,MSP,1/18/2024,73H,6.511,20.572
XH,9796,CPT,AMS,1/23/2024,77W,93.355,295.002
XH,5972,DCA,CVG,1/29/2024,CR9,2.04,6.448
XH,569,PHX,JFK,1/16/2024,32Q,9.744,30.789
XH,9909,ATL,TLH,1/14/2024,73H,2.022,6.388
XH,9699,FLL,DTW,1/21/2024,32B,8.279,26.163
XH,2980,ATL,JFK,1/28/2024,73H,4.264,13.474
XH,8569,MAD,CDG,1/18/2024,223,2.692,8.507
XH,786,ATL,PBI,1/29/2024,32B,4.51,14.251
XH,2952,ATL,MKE,1/25/2024,73J,4.133,13.06
XH,9676,PHX,LAX,1/24/2024,E7W,1.953,6.173
XH,9096,SLC,SMF,1/16/2024,32B,4.18,13.209
XH,2799,MSP,BIS,1/22/2024,717,2.356,7.446
XH,6908,GRU,THE,1/25/2024,320,7.378,23.314
XH,9679,DLH,MSP,1/21/2024,E7W,1.027,3.248
XH,9889,MSP,CUN,1/19/2024,32B,11.793,37.267
XH,7999,LGA,MCI,1/30/2024,CR9,4.758,15.036
XH,7275,YYC,YQQ,1/19/2024,7M8,2.953,9.331
XH,7079,DTW,MSN,1/20/2024,CR9,1.586,5.011
XH,9079,ATL,CHA,1/20/2024,717,1.164,3.679
XH,9082,AUS,JFK,1/24/2024,73H,8.328,26.318
XH,7579,JFK,NBO,1/27/2024,788,65.205,206.046
XH,797,PDX,MSP,1/23/2024,73J,7.45,23.542
XH,665,ATL,ONT,1/28/2024,32B,12.695,40.116
XH,9895,DLH,MSP,1/15/2024,CR9,1.357,4.289
XH,7005,BIS,MSP,1/17/2024,E7W,1.891,5.973
XH,7577,NBO,JNB,1/16/2024,788,18.072,57.107
XH,6897,KOA,HNL,1/25/2024,717,1.496,4.729
XH,6292,GRU,JPA,1/28/2024,32B,8.631,27.273
XH,5799,BOS,LGA,1/15/2024,E75,1.444,4.563
XH,9995,MSP,PVR,1/29/2024,73H,10.541,33.309
XH,9978,ATL,CSG,1/20/2024,CR7,0.758,2.396
XH,2779,MCI,ATL,1/24/2024,73J,4.374,13.824
XH,6700,CAI,FCO,1/21/2024,32Q,7.008,22.146
XH,9568,AMS,ZRH,1/30/2024,295,2.122,6.705
XH,7077,YVR,LAX,1/22/2024,7S8,6.175,19.515
XH,7998,GRU,SSA,1/17/2024,32Q,5.23,16.526
XH,2296,MCO,JFK,1/16/2024,32B,8.658,27.36
XH,9989,ATL,YYZ,1/29/2024,319,4.337,13.703
XH,9592,ATL,FLL,1/21/2024,75W,5.219,16.493
XH,76,JFK,AMS,1/26/2024,339,33.479,105.794
XH,9886,SXM,JFK,1/21/2024,75W,13.997,44.23
XH,5088,JFK,YUL,1/29/2024,CR9,1.693,5.35
XH,9706,ATL,CLT,1/17/2024,717,1.777,5.615
XH,7965,LGA,PNS,1/23/2024,CR9,4.445,14.045
XH,827,MSP,LAS,1/13/2024,359,15.936,50.358
XH,8657,CDG,MPL,1/20/2024,320,2.683,8.478
XH,986,LAX,LHR,1/18/2024,339,54.493,172.199
XH,878,MSP,YVR,1/28/2024,319,8.217,25.968
XH,827,MSP,STL,1/28/2024,717,2.482,7.844
XH,6769,PVG,HRB,1/18/2024,32B,8.172,25.824
XH,7999,ASE,LAX,1/31/2024,CR7,2.839,8.97
XH,6762,PVG,TAO,1/13/2024,320,3.297,10.419
XH,9809,FCA,SLC,1/22/2024,E7W,2.259,7.141
XH,9596,AMS,CPH,1/29/2024,73H,2.741,8.659
XH,8999,TAM,MEX,1/29/2024,E90,2.111,6.668
XH,8707,CDG,BIQ,1/15/2024,E90,2.255,7.127
XH,9792,LAX,SMF,1/18/2024,E7W,2.027,6.404
XH,6269,CGR,GRU,1/30/2024,320,3.7,11.692
XH,2999,SEA,SLC,1/29/2024,73J,4.324,13.665
XH,9726,PSP,SLC,1/22/2024,E7W,2.339,7.392
XH,5775,PHL,BOS,1/22/2024,E75,1.691,5.343
XH,9870,SJC,SEA,1/20/2024,E7W,2.76,8.723
XH,2228,SMF,SEA,1/23/2024,73H,4.203,13.284
XH,2595,BIS,MSP,1/22/2024,717,2.141,6.766
XH,8669,BHX,CDG,1/13/2024,32A,2.505,7.916
XH,7569,NBO,LLW,1/22/2024,E90,4.158,13.142
XH,9690,SLC,OAK,1/19/2024,319,3.698,11.686
XH,6870,HNL,ITO,1/29/2024,717,1.427,4.509
XH,6287,MCZ,GRU,1/27/2024,32B,8.422,26.613
XH,897,MSY,LAX,1/19/2024,32B,11.678,36.904
XH,9820,SEA,GEG,1/29/2024,E7W,1.27,4.014
XH,6679,FCO,VCE,1/19/2024,320,2.09,6.605
XH,9967,RSW,DTW,1/22/2024,32B,7.383,23.329
XH,679,SLC,DTW,1/23/2024,32B,9.634,30.442
XH,9999,ATL,SDF,1/19/2024,73J,2.377,7.511
XH,2070,PDX,SLC,1/27/2024,73J,3.636,11.489
XH,2979,ATL,GSP,1/22/2024,73J,1.731,5.47
XH,6875,OGG,HNL,1/25/2024,717,1.263,3.99
XH,9577,MSP,LAS,1/31/2024,739,8.285,26.178
XH,9679,DTW,IND,1/24/2024,CR9,1.746,5.518
XH,5267,ATL,HSV,1/27/2024,CR9,1.338,4.228
XH,8698,MRS,CDG,1/15/2024,321,3.506,11.079
XH,9089,ATL,RSW,1/22/2024,73J,3.315,10.472
XH,7987,YVR,HNL,1/26/2024,7M8,12.867,40.658
XH,2760,MCO,RDU,1/27/2024,320,3.595,11.362
XH,5709,BOS,DCA,1/17/2024,E75,2.033,6.425
